timestamp,elapsed,attempted,committed,failed,ambiguous,p95_ms,pool_state,ready,leased,total,heap_mb,urp,offline
2026-08-16T04:38:41.391811811Z,0,4,0,0,0,0.0,HEALTHY,0,4,4,91.7204360961914,0,0
2026-08-16T04:38:42.394690140Z,1,139,135,0,0,50.0,HEALTHY,0,4,4,95.72044372558594,0,0
2026-08-16T04:38:43.396804578Z,2,298,294,0,0,50.0,HEALTHY,0,4,4,100.70743560791016,0,0
2026-08-16T04:38:44.398543148Z,3,443,439,0,0,50.0,HEALTHY,0,4,4,104.720458984375,0,0
2026-08-16T04:38:45.400363590Z,4,598,594,0,0,50.0,HEALTHY,0,4,4,109.70742797851562,0,0
2026-08-16T04:38:46.402243849Z,5,753,749,0,0,50.0,HEALTHY,0,4,4,115.22049713134766,0,0
2026-08-16T04:38:47.403729507Z,6,902,898,0,0,50.0,HEALTHY,0,4,4,26.865829467773438,0,0
2026-08-16T04:38:48.405452821Z,7,1047,1043,0,0,50.0,HEALTHY,0,4,4,31.442581176757812,0,0
2026-08-16T04:38:51.879746143Z,8,1205,1201,0,0,50.0,HEALTHY,0,4,4,35.86585235595703,0,0
2026-08-16T04:38:52.882522950Z,9,1348,1344,0,0,50.0,HEALTHY,0,4,4,40.42790222167969,0,0
2026-08-16T04:38:53.885090290Z,10,1484,1480,0,0,50.0,HEALTHY,0,4,4,44.86582946777344,0,0
2026-08-16T04:38:54.888314350Z,11,1640,1636,0,0,50.0,HEALTHY,0,4,4,49.67113494873047,0,0
2026-08-16T04:38:55.891065823Z,12,1801,1797,0,0,50.0,HEALTHY,0,4,4,54.84642791748047,0,0
2026-08-16T04:38:56.894320144Z,13,1944,1940,0,0,50.0,HEALTHY,0,4,4,58.86582946777344,0,0
2026-08-16T04:38:57.895780409Z,14,2113,2109,0,0,50.0,HEALTHY,0,4,4,64.44261169433594,0,0
2026-08-16T04:39:04.073252512Z,15,2985,2981,0,0,50.0,HEALTHY,0,4,4,25.678367614746094,12,0
2026-08-16T04:39:05.075397343Z,21,3129,3125,0,0,50.0,HEALTHY,0,4,4,30.40290069580078,12,0
2026-08-16T04:39:06.077248195Z,22,3276,3272,0,0,50.0,HEALTHY,0,4,4,35.089599609375,12,0
2026-08-16T04:39:07.078924730Z,23,3417,3413,0,0,50.0,HEALTHY,0,4,4,39.333335876464844,12,0
2026-08-16T04:39:08.080758060Z,24,3568,3564,0,0,50.0,HEALTHY,0,4,4,44.41173553466797,12,0
2026-08-16T04:39:09.082454700Z,25,3706,3702,0,0,50.0,HEALTHY,0,4,4,49.15431213378906,12,0
2026-08-16T04:39:10.083960137Z,26,3852,3848,0,0,50.0,HEALTHY,0,4,4,53.60050964355469,12,0
2026-08-16T04:39:11.086090470Z,27,4014,4010,0,0,50.0,HEALTHY,0,4,4,58.13969421386719,12,0
2026-08-16T04:39:12.088290194Z,28,4159,4155,0,0,50.0,HEALTHY,0,4,4,63.154335021972656,12,0
2026-08-16T04:39:13.090387163Z,29,4308,4304,0,0,50.0,HEALTHY,0,4,4,67.87350463867188,12,0
2026-08-16T04:39:14.091972148Z,30,4456,4452,0,0,50.0,HEALTHY,0,4,4,72.67501831054688,12,0
2026-08-16T04:39:15.093446048Z,31,4618,4614,0,0,50.0,HEALTHY,0,4,4,77.88866424560547,12,0
2026-08-16T04:39:16.097566898Z,32,4785,4781,0,0,50.0,HEALTHY,0,4,4,82.41397857666016,12,0
2026-08-16T04:39:17.099056609Z,33,4944,4940,0,0,50.0,HEALTHY,0,4,4,87.948486328125,12,0
2026-08-16T04:39:18.100832307Z,34,5080,5076,0,0,50.0,HEALTHY,0,4,4,27.045875549316406,12,0
2026-08-16T04:39:28.567513261Z,35,6289,6285,0,0,50.0,HEALTHY,0,4,4,65.203857421875,0,0
2026-08-16T04:39:29.569796979Z,43,6429,6425,0,0,50.0,HEALTHY,0,4,4,69.44850158691406,0,0
2026-08-16T04:39:30.571839208Z,44,6594,6590,0,0,50.0,HEALTHY,0,4,4,74.60989379882812,0,0
2026-08-16T04:39:31.573915431Z,45,6758,6754,0,0,50.0,HEALTHY,0,4,4,79.73517608642578,0,0
2026-08-16T04:39:32.575900529Z,46,6924,6920,0,0,50.0,HEALTHY,0,4,4,84.43753051757812,0,0
2026-08-16T04:39:33.579187115Z,47,7086,7082,0,0,50.0,HEALTHY,0,4,4,89.56338500976562,0,0
2026-08-16T04:39:34.580982142Z,48,7249,7245,0,0,50.0,HEALTHY,0,4,4,28.918136596679688,0,0
2026-08-16T04:39:35.586874633Z,49,7403,7399,0,0,50.0,HEALTHY,0,4,4,33.55571746826172,0,0
2026-08-16T04:39:36.588748052Z,50,7571,7567,0,0,50.0,HEALTHY,0,4,4,38.19715118408203,0,0
2026-08-16T04:39:37.590305271Z,51,7738,7734,0,0,50.0,HEALTHY,0,4,4,43.70423126220703,0,0
2026-08-16T04:39:38.591996050Z,52,7901,7897,0,0,50.0,HEALTHY,0,4,4,48.83613586425781,0,0
2026-08-16T04:39:39.594067044Z,53,8050,8046,0,0,50.0,HEALTHY,0,4,4,53.19188690185547,0,0
2026-08-16T04:39:40.595560003Z,54,8200,8196,0,0,50.0,HEALTHY,0,4,4,58.31694793701172,0,0
2026-08-16T04:39:41.597070624Z,55,8362,8358,0,0,50.0,HEALTHY,0,4,4,63.083946228027344,0,0
2026-08-16T04:39:42.598554189Z,56,8533,8529,0,0,50.0,HEALTHY,0,4,4,68.19125366210938,0,0
2026-08-16T04:39:43.600520808Z,57,8705,8701,0,0,50.0,HEALTHY,0,4,4,73.1813735961914,0,0
2026-08-16T04:39:44.601871529Z,58,8874,8870,0,0,50.0,HEALTHY,0,4,4,78.84597778320312,0,0
2026-08-16T04:39:45.603442614Z,59,9042,9038,0,0,50.0,HEALTHY,0,4,4,83.95368957519531,0,0
