timestamp,elapsed,attempted,committed,failed,ambiguous,p95_ms,pool_state,ready,leased,total,heap_mb,urp,offline
2026-08-16T04:40:25.549517193Z,0,4,0,0,0,0.0,HEALTHY,0,4,4,78.83316802978516,0,0
2026-08-16T04:40:29.198480793Z,1,145,141,0,0,50.0,HEALTHY,0,4,4,82.83317565917969,0,0
2026-08-16T04:40:30.202820615Z,2,285,281,0,0,50.0,HEALTHY,0,4,4,87.82582092285156,0,0
2026-08-16T04:40:31.204478387Z,3,453,449,0,0,50.0,HEALTHY,0,4,4,91.83332061767578,0,0
2026-08-16T04:40:32.206247537Z,4,622,618,0,0,50.0,HEALTHY,0,4,4,97.95308685302734,0,0
2026-08-16T04:40:33.207636307Z,5,797,793,0,0,50.0,HEALTHY,0,4,4,102.94579315185547,0,0
2026-08-16T04:40:34.209876288Z,6,962,958,0,0,50.0,HEALTHY,0,4,4,108.83322143554688,0,0
2026-08-16T04:40:35.213099460Z,7,1113,1109,0,0,50.0,HEALTHY,0,4,4,28.429275512695312,0,0
2026-08-16T04:40:36.215082151Z,8,1276,1272,0,0,50.0,HEALTHY,0,4,4,32.92925262451172,0,0
2026-08-16T04:40:37.216501462Z,9,1422,1418,0,0,50.0,HEALTHY,0,4,4,37.22264099121094,0,0
2026-08-16T04:40:38.218025487Z,10,1582,1578,0,0,50.0,HEALTHY,0,4,4,42.18742370605469,0,0
2026-08-16T04:40:39.219398492Z,11,1754,1750,0,0,50.0,HEALTHY,0,4,4,47.78662109375,0,0
2026-08-16T04:40:40.221102008Z,12,1917,1913,0,0,50.0,HEALTHY,0,4,4,52.921913146972656,0,0
2026-08-16T04:40:41.222471237Z,13,2089,2085,0,0,50.0,HEALTHY,0,4,4,57.92925262451172,0,0
2026-08-16T04:40:42.224444749Z,14,2259,2255,0,0,50.0,HEALTHY,0,4,4,63.47673034667969,0,0
2026-08-16T04:40:46.385172189Z,15,2706,2702,0,0,50.0,HEALTHY,0,4,4,78.92437744140625,12,0
2026-08-16T04:40:47.388832615Z,19,2836,2832,0,0,100.0,HEALTHY,0,4,4,83.49015808105469,12,0
2026-08-16T04:40:48.391178205Z,20,2997,2993,0,0,50.0,HEALTHY,0,4,4,87.83135223388672,12,0
2026-08-16T04:40:49.393452229Z,21,3150,3146,0,0,50.0,HEALTHY,0,4,4,92.9218978881836,12,0
2026-08-16T04:40:50.394876719Z,22,3288,3284,0,0,50.0,HEALTHY,0,4,4,28.166259765625,12,0
2026-08-16T04:40:51.396537470Z,23,3457,3453,0,0,50.0,HEALTHY,0,4,4,33.92424774169922,12,0
2026-08-16T04:40:52.399119768Z,24,3615,3611,0,0,50.0,HEALTHY,0,4,4,38.36394500732422,12,0
2026-08-16T04:40:53.401652402Z,25,3780,3776,0,0,50.0,HEALTHY,0,4,4,43.723114013671875,12,0
2026-08-16T04:40:54.403103105Z,26,3947,3943,0,0,50.0,HEALTHY,0,4,4,49.12602233886719,12,0
2026-08-16T04:40:55.405420534Z,27,4100,4096,0,0,50.0,HEALTHY,0,4,4,53.640968322753906,12,0
2026-08-16T04:40:56.407306772Z,28,4262,4258,0,0,50.0,HEALTHY,0,4,4,59.01481628417969,12,0
2026-08-16T04:40:57.409177818Z,29,4430,4426,0,0,50.0,HEALTHY,0,4,4,64.12063598632812,12,0
2026-08-16T04:40:58.410713680Z,30,4597,4593,0,0,50.0,HEALTHY,0,4,4,69.166015625,12,0
2026-08-16T04:41:01.882618019Z,31,4767,4763,0,0,50.0,HEALTHY,0,4,4,74.55392456054688,12,0
2026-08-16T04:41:02.884667043Z,32,4929,4925,0,0,50.0,HEALTHY,0,4,4,79.16608428955078,12,0
2026-08-16T04:41:03.886513647Z,33,5084,5080,0,0,50.0,HEALTHY,0,4,4,84.15802764892578,12,0
2026-08-16T04:41:04.888355461Z,34,5244,5240,0,0,50.0,HEALTHY,0,4,4,89.56250762939453,12,0
2026-08-16T04:41:12.871293996Z,35,6486,6482,0,0,50.0,HEALTHY,0,4,4,59.093963623046875,0,0
2026-08-16T04:41:13.872875474Z,43,6649,6645,0,0,50.0,HEALTHY,0,4,4,64.34940338134766,0,0
