timestamp,elapsed,attempted,committed,failed,ambiguous,p95_ms,pool_state,ready,leased,total,heap_mb,urp,offline
2026-08-16T04:41:14.874634452Z,44,6817,6813,0,0,50.0,HEALTHY,0,4,4,69.30309295654297,0,0
2026-08-16T04:41:15.876320204Z,45,6980,6976,0,0,50.0,HEALTHY,0,4,4,74.02825927734375,0,0
2026-08-16T04:41:16.878433833Z,46,7141,7137,0,0,50.0,HEALTHY,0,4,4,79.0295639038086,0,0
2026-08-16T04:41:17.880490355Z,47,7292,7288,0,0,50.0,HEALTHY,0,4,4,84.03242492675781,0,0
2026-08-16T04:41:18.882176277Z,48,7431,7427,0,0,50.0,HEALTHY,0,4,4,88.47982788085938,0,0
2026-08-16T04:41:19.884247721Z,49,7600,7596,0,0,50.0,HEALTHY,0,4,4,93.48800659179688,0,0
2026-08-16T04:41:20.886298691Z,50,7769,7765,0,0,50.0,HEALTHY,0,4,4,30.615371704101562,0,0
2026-08-16T04:41:21.888155284Z,51,7933,7929,0,0,50.0,HEALTHY,0,4,4,34.97258758544922,0,0
2026-08-16T04:41:22.889631655Z,52,8101,8097,0,0,50.0,HEALTHY,0,4,4,40.702415466308594,0,0
2026-08-16T04:41:23.893441868Z,53,8256,8252,0,0,50.0,HEALTHY,0,4,4,45.1822509765625,0,0
2026-08-16T04:41:24.894906831Z,54,8415,8411,0,0,50.0,HEALTHY,0,4,4,50.18223571777344,0,0
2026-08-16T04:41:25.896319201Z,55,8585,8581,0,0,50.0,HEALTHY,0,4,4,55.3177490234375,0,0
2026-08-16T04:41:26.897834248Z,56,8755,8751,0,0,50.0,HEALTHY,0,4,4,60.83482360839844,0,0
2026-08-16T04:41:27.899453937Z,57,8919,8915,0,0,50.0,HEALTHY,0,4,4,65.57760620117188,0,0
2026-08-16T04:41:28.901150695Z,58,9091,9087,0,0,50.0,HEALTHY,0,4,4,70.71293640136719,0,0
2026-08-16T04:41:29.903065598Z,59,9254,9250,0,0,50.0,HEALTHY,0,4,4,75.82762908935547,0,0
2026-08-16T04:41:30.904762426Z,60,9386,9382,0,0,50.0,HEALTHY,0,4,4,80.10726928710938,0,0
2026-08-16T04:41:34.408592523Z,61,9535,9531,0,0,50.0,HEALTHY,0,4,4,85.09693145751953,0,0
2026-08-16T04:41:35.410407871Z,62,9704,9700,0,0,50.0,HEALTHY,0,4,4,89.97250366210938,0,0
2026-08-16T04:41:36.412205276Z,63,9876,9872,0,0,50.0,HEALTHY,0,4,4,95.1822509765625,0,0
2026-08-16T04:41:37.413441440Z,64,10036,10032,0,0,50.0,HEALTHY,0,4,4,32.67896270751953,0,0
